"# RAW ARMAdillo bytes, 4-byte stage blueprint. DECODE TO Hz/radius UNVERIFIED (golden test failed)."
cube,corner_id,routing0,routing1,stage,pole_k1,pole_k2,zero_k1,zero_k2
13,110,247,239,6,93,247,111,125
13,001,222,255,0,222,253,219,238
13,001,222,255,1,239,223,253,191
13,001,222,255,2,223,255,234,235
13,001,222,255,3,95,221,247,127
13,001,222,255,4,119,238,183,250
13,001,222,255,5,245,187,95,119
13,001,222,255,6,251,254,254,223
13,101,219,123,0,111,237,246,237
13,101,219,123,1,223,110,170,234
13,101,219,123,2,181,187,110,251
13,101,219,123,3,123,255,215,170
13,101,219,123,4,251,125,221,247
13,101,219,123,5,250,237,126,219
13,101,219,123,6,245,182,183,237
13,011,251,126,0,223,110,183,187
13,011,251,126,1,218,246,189,223
13,011,251,126,2,238,254,175,219
13,011,251,126,3,246,238,215,215
13,011,251,126,4,127,110,223,174
13,011,251,126,5,170,245,245,219
13,011,251,126,6,118,253,123,127
13,111,187,237,0,223,187,125,215
13,111,187,237,1,253,181,190,183
13,111,187,237,2,213,186,247,251
13,111,187,237,3,123,127,223,246
13,111,187,237,4,174,238,219,182
13,111,187,237,5,189,247,245,255
13,111,187,237,6,111,223,247,190
14,000,222,182,0,191,95,87,234
14,000,222,182,1,254,246,239,109
14,000,222,182,2,182,181,219,109
14,000,222,182,3,245,237,189,247
14,000,222,182,4,247,221,125,251
14,000,222,182,5,219,127,253,223
14,000,222,182,6,187,234,170,175
14,100,253,245,0,85,85,85,85
14,100,253,245,1,85,85,85,95
14,100,253,245,2,255,255,245,95
14,100,253,245,3,255,255,255,255
14,100,253,245,4,255,255,255,251
14,100,253,245,5,189,190,238,247
14,100,253,245,6,123,125,221,234
14,010,173,222,0,223,119,107,239
14,010,173,222,1,126,239,215,107
14,010,173,222,2,239,126,238,234
14,010,173,222,3,213,109,253,251
14,010,173,222,4,237,254,189,119
14,010,173,222,5,253,251,223,175
14,010,173,222,6,223,239,127,127
14,110,219,111,0,251,119,215,171
14,110,219,111,1,254,255,255,247
14,110,219,111,2,175,247,223,127
14,110,219,111,3,125,255,238,191
14,110,219,111,4,245,175,187,238
14,110,219,111,5,239,95,127,127
14,110,219,111,6,255,247,255,247
14,001,223,91,0,183,247,238,187
14,001,223,91,1,109,251,181,127
14,001,223,91,2,125,255,127,127
14,001,223,91,3,219,87,255,219
14,001,223,91,4,175,86,246,255
14,001,223,91,5,255,251,187,247
14,001,223,91,6,223,183,223,235
14,101,238,191,0,181,175,190,235
14,101,238,191,1,175,93,191,255
14,101,238,191,2,191,255,251,221
14,101,238,191,3,254,214,246,254
14,101,238,191,4,239,87,91,251
14,101,238,191,5,189,255,125,251
14,101,238,191,6,127,127,235,87
14,011,254,219,0,191,94,250,251
14,011,254,219,1,91,253,239,247
14,011,254,219,2,222,255,125,247
14,011,254,219,3,239,95,254,173
14,011,254,219,4,189,246,251,255
14,011,254,219,5,127,125,247,247
14,011,254,219,6,255,218,253,238
14,111,247,255,0,110,251,123,237
14,111,247,255,1,191,223,93,254
14,111,247,255,2,191,255,239,87
14,111,247,255,3,253,182,187,173
14,111,247,255,4,189,245,187,253
14,111,247,255,5,190,245,223,254
14,111,247,255,6,175,245,110,255
15,000,237,255,0,127,125,255,251
15,000,237,255,1,106,239,239,182
15,000,237,255,2,251,247,171,123
15,000,237,255,3,119,235,238,174
15,000,237,255,4,254,235,127,247
15,000,237,255,5,127,254,235,189
15,000,237,255,6,250,170,175,238
15,100,181,85,0,85,85,85,85
15,100,181,85,1,85,85,95,255
15,100,181,85,2,255,245,95,255
15,100,181,85,3,255,255,255,255
15,100,181,85,4,255,255,247,183
15,100,181,85,5,187,222,223,111
15,100,181,85,6,119,189,186,174
15,010,239,123,0,119,107,239,126
15,010,239,123,1,239,215,107,239
15,010,239,123,2,126,235,213,106
15,010,239,123,3,215,223,118,247
15,010,239,123,4,254,189,247,213
15,010,239,123,5,191,251,223,223
15,010,239,123,6,247,127,253,187
15,110,251,127,0,191,255,123,223
15,110,251,127,1,122,223,189,239
15,110,251,127,2,255,126,191,111
15,110,251,127,3,251,126,239,239
15,110,251,127,4,253,253,125,215
15,110,251,127,5,251,255,219,94
15,110,251,127,6,234,251,187,119
15,001,93,223,0,125,251,111,190
15,001,93,223,1,255,247,254,175
15,001,93,223,2,239,254,253,215
15,001,93,223,3,245,213,191,183
15,001,93,223,4,246,247,255,251
15,001,93,223,5,125,239,245,191
15,001,93,223,6,127,187,251,127
15,101,111,255,0,253,250,255,117
15,101,111,255,1,255,245,221,183
15,101,111,255,2,223,127,93,247
15,101,111,255,3,171,223,125,126
15,101,111,255,4,221,239,253,254
15,101,111,255,5,223,219,239,238
15,101,111,255,6,223,125,251,126
15,011,191,110,0,251,223,125,183
15,011,191,110,1,109,174,251,118
15,011,191,110,2,190,247,239,189
15,011,191,110,3,254,239,253,254
15,011,191,110,4,223,213,255,255
15,011,191,110,5,191,111,187,219
15,011,191,110,6,90,189,246,247
15,111,247,191,0,221,174,253,251
15,111,247,191,1,95,107,251,247
15,111,247,191,2,190,175,254,245
15,111,247,191,3,95,174,251,171
15,111,247,191,4,247,87,173,174
15,111,247,191,5,250,247,95,223
15,111,247,191,6,247,191,238,221
16,000,253,175,0,183,175,118,239
16,000,253,175,1,215,191,191,190
16,000,253,175,2,223,245,171,234
16,000,253,175,3,255,126,247,219
16,000,253,175,4,251,110,235,235
16,000,253,175,5,239,94,221,181
16,000,253,175,6,85,85,191,170
16,100,170,170,0,170,170,170,170
16,100,170,170,1,170,175,255,255
16,100,170,170,2,250,175,255,255
16,100,170,170,3,255,255,255,255
16,100,170,170,4,255,253,127,235
16,100,170,170,5,247,191,95,251
16,100,170,170,6,245,122,175,251
16,010,239,247,0,107,239,126,239
16,010,239,247,1,215,107,239,126
16,010,239,247,2,238,234,213,111
16,010,239,247,3,255,174,235,223
16,010,239,247,4,127,255,125,254
16,010,239,247,5,255,126,191,223
16,010,239,247,6,255,239,245,247
16,110,235,255,0,251,251,215,126
16,110,235,255,1,255,191,111,237
16,110,235,255,2,254,191,239,235
16,110,235,255,3,251,119,219,125
16,110,235,255,4,189,189,93,171
16,110,235,255,5,181,122,247,94
16,110,235,255,6,215,214,253,182
16,001,235,117,0,251,111,215,237
16,001,235,117,1,191,223,251,254
16,001,235,117,2,254,239,234,221
16,001,235,117,3,213,253,247,235
16,001,235,117,4,221,127,247,223
16,001,235,117,5,237,253,191,190
16,001,235,117,6,223,238,253,215
16,101,219,126,0,182,250,237,183
16,101,219,126,1,107,181,118,174
16,101,219,126,2,215,107,126,214
16,101,219,126,3,237,122,255,95
16,101,219,126,4,235,237,93,126
16,101,219,126,5,219,254,251,111
16,101,219,126,6,234,254,245,223
16,011,235,222,0,223,181,127,119
16,011,235,222,1,239,239,222,255
16,011,235,222,2,119,223,191,127
16,011,235,222,3,171,125,110,221
16,011,235,222,4,173,181,182,181
16,011,235,222,5,219,110,255,175
16,011,235,222,6,125,238,239,183
16,111,190,247,0,251,239,239,95
16,111,190,247,1,235,238,255,175
16,111,190,247,2,213,250,246,223
16,111,190,247,3,87,182,254,221
16,111,190,247,4,119,247,190,247
16,111,190,247,5,223,254,253,239
16,111,190,247,6,189,247,239,127
17,000,254,215,0,218,251,123,221
17,000,254,215,1,191,215,247,189
17,000,254,215,2,219,190,250,219
17,000,254,215,3,247,190,250,255
17,000,254,215,4,111,110,214,253
17,000,254,215,5,223,219,245,85
17,000,254,215,6,87,111,245,85
17,100,85,85,0,85,85,85,85
17,100,85,85,1,95,255,255,245
17,100,85,85,2,95,255,255,255
17,100,85,85,3,255,255,255,255
17,100,85,85,4,253,119,253,255
17,100,85,85,5,191,111,183,246
17,100,85,85,6,245,94,239,255
17,010,126,183,0,119,239,119,238
17,010,126,183,1,183,119,239,119
17,010,126,183,2,213,106,213,127
17,010,126,183,3,246,251,123,239
17,010,126,183,4,239,171,247,239
17,010,126,183,5,191,247,238,235
17,010,126,183,6,95,239,254,251
17,110,91,119,0,107,215,127,239
17,110,91,119,1,95,221,245,253
17,110,91,119,2,126,239,222,237
17,110,91,119,3,125,93,253,253
17,110,91,119,4,190,219,189,187
17,110,91,119,5,106,247,125,214
17,110,91,119,6,218,253,182,235
17,001,127,109,0,191,183,251,181
17,001,127,109,1,127,251,246,246
17,001,127,109,2,247,239,247,127
17,001,127,109,3,246,221,171,221
17,001,127,109,4,118,238,191,187
17,001,127,109,5,247,126,239,95
17,001,127,109,6,235,189,223,181
17,101,247,237,0,223,183,93,191
17,101,247,237,1,171,219,182,255
17,101,247,237,2,91,126,214,237
17,101,247,237,3,117,189,175,181
17,101,247,237,4,246,238,223,175
17,101,247,237,5,221,117,119,223
17,101,247,237,6,126,253,246,237
17,011,253,183,0,218,183,95,126
17,011,253,183,1,253,253,191,219
17,011,253,183,2,251,111,127,255
17,011,253,183,3,125,238,219,107
17,011,253,183,4,255,109,171,183
17,011,253,183,5,237,251,95,125
17,011,253,183,6,238,253,221,109
17,111,223,187,0,234,235,95,107
17,111,223,187,1,245,119,111,175
17,111,223,187,2,123,125,245,173
17,111,223,187,3,237,191,187,215
17,111,223,187,4,119,190,255,189
17,111,223,187,5,255,223,222,239
17,111,223,187,6,239,175,127,119
18,000,86,219,0,253,123,221,239
18,000,86,219,1,189,247,174,247
18,000,86,219,2,123,117,123,190
18,000,86,219,3,190,245,245,119
18,000,86,219,4,215,123,127,189
18,000,86,219,5,93,213,85,93
18,000,86,219,6,87,106,170,170
18,100,170,170,0,170,170,170,175
18,100,170,170,1,255,255,250,175
18,100,170,170,2,255,255,255,255
18,100,170,170,3,255,255,255,250
18,100,170,170,4,175,235,247,254
18,100,170,170,5,187,247,213,181
18,100,170,170,6,93,91,127,222
18,010,183,119,0,239,119,238,183
18,010,183,119,1,119,239,118,234
18,010,183,119,2,213,107,255,111
18,010,183,119,3,223,126,174,219
18,010,183,119,4,190,253,254,254
18,010,183,119,5,251,123,255,191
18,010,183,119,6,111,254,251,93
18,110,175,246,0,238,255,255,87
18,110,175,246,1,175,245,254,191
18,110,175,246,2,189,125,189,239
18,110,175,246,3,187,94,223,119
18,110,175,246,4,246,189,183,181
18,110,175,246,5,187,253,190,221
18,110,175,246,6,191,91,182,255
18,001,187,109,0,237,245,117,126
18,001,187,109,1,218,219,123,119
18,001,187,109,2,239,237,191,247
18,001,187,109,3,190,171,221,246
18,001,187,109,4,239,237,237,253
18,001,187,109,5,191,191,223,183
18,001,187,109,6,111,111,181,174
18,101,221,223,0,107,93,183,107
18,101,221,223,1,219,254,191,91
18,101,221,223,2,126,214,218,251
18,101,221,223,3,110,215,91,253
18,101,221,223,4,123,126,191,186
18,101,221,223,5,246,223,183,222
18,101,221,223,6,253,247,190,253
18,011,183,218,0,183,93,239,239
18,011,183,218,1,222,254,219,251
18,011,183,218,2,109,247,255,127
18,011,183,218,3,238,223,253,254
18,011,183,218,4,191,235,182,187
18,011,183,218,5,126,183,125,238
18,011,183,218,6,239,182,187,251
18,111,187,234,0,245,190,247,234
18,111,187,234,1,235,95,175,125
18,111,187,234,2,251,123,183,214
18,111,187,234,3,254,223,175,119
18,111,187,234,4,190,247,223,255
18,111,187,234,5,215,219,237,247
18,111,187,234,6,222,245,238,245
19,000,218,253,0,123,94,255,122
19,000,218,253,1,182,221,219,171
19,000,218,253,2,251,221,247,107
19,000,218,253,3,219,246,253,238
19,000,218,253,4,222,239,237,173
19,000,218,253,5,181,85,90,187
19,000,218,253,6,106,170,170,170
19,100,170,170,0,170,170,175,255
19,100,170,170,1,255,250,175,255
19,100,170,170,2,255,255,255,255
19,100,170,170,3,255,255,255,111
19,100,170,170,4,247,251,190,223
19,100,170,170,5,239,221,245,95
19,100,170,170,6,119,251,247,107
19,010,239,126,0,239,215,107,239
19,010,239,126,1,126,238,181,106
19,010,239,126,2,214,255,85,235
19,010,239,126,3,247,190,255,125
19,010,239,126,4,125,253,175,111
19,010,239,126,5,253,251,95,87
19,010,239,126,6,183,247,186,223
19,110,251,183,0,117,191,223,221
19,110,251,183,1,255,191,126,239
19,110,251,183,2,247,189,239,215
19,110,251,183,3,127,125,187,111
19,110,251,183,4,253,237,95,239
19,110,251,183,5,125,253,250,253
19,110,251,183,6,182,235,127,111
19,001,111,237,0,250,234,191,87
19,001,111,237,1,246,235,95,223
19,001,111,237,2,123,127,245,173
19,001,111,237,3,171,221,118,238
19,001,111,237,4,191,237,253,191
19,001,111,237,5,190,187,247,111
19,001,111,237,6,111,235,126,250
19,101,247,235,0,222,254,215,187
19,101,247,235,1,182,255,91,126
19,101,247,235,2,214,237,117,186
19,101,247,235,3,223,91,239,110
19,101,247,235,4,223,219,250,235
19,101,247,235,5,183,223,123,126
19,101,247,235,6,253,123,190,223
19,011,181,110,0,183,190,253,253
19,011,181,110,1,191,219,251,111
19,011,181,110,2,127,255,125,238
19,011,181,110,3,219,107,186,237
19,011,181,110,4,173,239,237,251
19,011,181,110,5,95,125,238,239
19,011,181,110,6,182,191,119,222
19,111,247,107,0,95,107,245,117
19,111,247,107,1,239,175,127,125
19,111,247,107,2,245,123,214,254
19,111,247,107,3,223,175,87,190
19,111,247,107,4,255,189,255,223
19,111,247,107,5,219,239,239,175
19,111,247,107,6,127,117,247,125
20,000,126,235,0,222,191,119,238
20,000,126,235,1,221,219,251,126
20,000,126,235,2,221,247,126,247
20,000,126,235,3,118,239,183,219
20,000,126,235,4,127,122,215,186
20,000,126,235,5,170,173,183,90
20,000,126,235,6,170,170,170,170
20,100,170,170,0,170,175,255,255
20,100,170,170,1,250,175,255,255
20,100,170,170,2,255,255,255,255
20,100,170,170,3,255,255,246,253
20,100,170,170,4,253,127,191,183
20,100,170,170,5,235,245,94,191
20,100,170,170,6,251,221,111,183
20,010,238,183,0,119,239,118,234
20,010,238,183,1,213,106,213,110
20,010,238,183,2,255,238,238,189
20,010,238,183,3,187,183,117,123
20,010,238,183,4,247,127,109,215
20,010,238,183,5,189,190,182,253
20,010,238,183,6,221,237,123,119
20,110,219,190,0,222,239,183,125
20,110,219,190,1,175,94,173,213
20,110,219,190,2,187,109,93,219
20,110,219,190,3,222,223,191,183
20,110,219,190,4,191,191,222,174
20,110,219,190,5,213,218,221,183
20,110,219,190,6,182,245,187,111
20,001,109,246,0,189,110,219,122
20,001,109,246,1,181,239,186,255
20,001,109,246,2,191,191,110,247
20,001,109,246,3,214,250,247,223
20,001,109,246,4,173,251,126,239
20,001,109,246,5,235,250,223,175
20,001,109,246,6,255,187,251,95
20,101,255,119,0,238,222,223,125
20,101,255,119,1,239,187,126,183
20,101,255,119,2,214,253,125,111
20,101,255,119,3,173,253,253,191
20,101,255,119,4,182,251,251,246
20,101,255,119,5,189,183,106,237
20,101,255,119,6,123,119,190,255
20,011,222,175,0,87,239,191,255
20,011,222,175,1,219,251,127,189
20,011,222,175,2,109,239,127,122
20,011,222,175,3,219,254,253,183
20,011,222,175,4,111,110,237,222
20,011,222,175,5,253,189,247,247
20,011,222,175,6,123,123,239,237
20,111,221,223,0,187,221,251,246
20,111,221,223,1,237,183,106,237
20,111,221,223,2,219,111,255,253
20,111,221,223,3,251,91,255,255
20,111,221,223,4,255,126,191,215
20,111,221,223,5,253,190,183,238
20,111,221,223,6,255,253,111,253
21,000,94,255,0,223,213,93,255
21,000,94,255,1,191,237,182,247
21,000,94,255,2,254,255,219,191
21,000,94,255,3,87,234,234,253
21,000,94,255,4,95,171,90,170
21,000,94,255,5,175,171,245,85
21,000,94,255,6,85,85,85,85
21,100,85,85,0,95,255,255,245
21,100,85,85,1,95,255,255,255
21,100,85,85,2,255,255,255,255
21,100,85,85,3,251,255,127,239
21,100,85,85,4,247,254,255,223
21,100,85,85,5,245,93,255,191
21,100,85,85,6,250,187,106,237
21,010,118,247,0,106,238,239,239
21,010,118,247,1,234,213,109,254
21,010,118,247,2,170,253,223,221
21,010,118,247,3,247,219,189,125
21,010,118,247,4,187,223,247,255
21,010,118,247,5,127,235,183,246
21,010,118,247,6,223,255,247,214
21,110,255,127,0,247,183,125,189
21,110,255,127,1,183,90,245,191
21,110,255,127,2,222,190,251,246
21,110,255,127,3,221,125,247,247
21,110,255,127,4,125,238,255,107
21,110,255,127,5,214,239,94,235
21,110,255,127,6,219,110,183,183
21,001,127,238,0,215,218,255,117
21,001,127,238,1,247,255,126,251
21,001,127,238,2,247,247,175,221
21,001,127,238,3,245,235,91,247
21,001,127,238,4,251,125,254,251
21,001,127,238,5,219,95,239,118
21,001,127,238,6,246,187,109,215
21,101,118,247,0,91,119,107,247
21,101,118,247,1,183,239,223,223
21,101,118,247,2,219,95,107,247
21,101,118,247,3,251,94,222,237
21,101,118,247,4,253,187,183,245
21,101,118,247,5,253,215,173,123
21,101,118,247,6,183,189,190,251
21,011,223,173,0,251,127,222,235
21,011,223,173,1,246,222,221,238
21,011,223,173,2,237,189,187,107
21,011,223,173,3,219,123,223,183
21,011,223,173,4,107,219,117,191
21,011,223,173,5,109,237,189,126
21,011,223,173,6,219,219,253,183
21,111,95,183,0,251,187,221,122
21,111,95,183,1,215,110,218,237
21,111,95,183,2,221,254,246,222
21,111,95,183,3,223,189,245,127
21,111,95,183,4,191,239,251,122
21,111,95,183,5,239,110,218,247
21,111,95,183,6,123,171,181,253
22,000,189,222,0,238,247,123,189
22,000,189,222,1,221,239,253,222
22,000,189,222,2,239,127,255,255
22,000,189,222,3,255,255,255,255
22,000,189,222,4,255,245,85,95
22,000,189,222,5,255,245,85,85
22,000,189,222,6,85,85,85,85
22,100,85,95,0,255,255,245,95
22,100,85,95,1,255,255,255,255
22,100,85,95,2,255,255,255,255
22,100,85,95,3,223,251,255,127
22,100,85,95,4,191,247,254,245
22,100,85,95,5,95,239,253,250
22,100,85,95,6,187,106,237,118
22,010,250,238,0,239,239,238,235
22,010,250,238,1,234,222,255,126
22,010,250,238,2,251,253,189,247
22,010,250,238,3,219,190,221,187
22,010,250,238,4,223,251,235,238
22,010,250,238,5,183,175,221,127
22,010,250,238,6,223,238,238,251
22,110,191,253,0,221,238,247,123
22,110,191,253,1,187,221,238,239
22,110,191,253,2,255,255,253,223
22,110,191,253,3,255,255,255,255
22,110,191,253,4,255,255,255,254
22,110,191,253,5,247,119,187,221
22,110,191,253,6,238,239,119,191
22,001,247,123,0,187,223,255,255
22,001,247,123,1,255,255,255,255
22,001,247,123,2,255,255,251,255
22,001,247,123,3,255,255,127,239
22,001,247,123,4,253,247,254,239
22,001,247,123,5,254,255,213,250
22,001,247,123,6,183,251,239,245
22,101,126,175,0,215,238,255,95
22,101,126,175,1,253,255,191,255
22,101,126,175,2,223,251,247,250
22,101,126,175,3,187,255,127,234
22,101,126,175,4,191,87,234,253
22,101,126,175,5,239,110,247,253
22,101,126,175,6,239,189,239,123
22,011,223,246,0,253,247,251,219
22,011,223,246,1,223,239,245,214
22,011,223,246,2,246,250,183,117
22,011,223,246,3,117,183,123,86
22,011,223,246,4,238,247,254,255
22,011,223,246,5,223,251,221,239
22,011,223,246,6,191,254,219,222
22,111,222,238,0,247,183,123,215
22,111,222,238,1,107,218,221,221
22,111,222,238,2,254,245,187,95
22,111,222,238,3,189,254,239,119
22,111,222,238,4,182,251,125,111
22,111,222,238,5,190,218,253,189
22,111,222,238,6,235,222,235,109
23,000,94,235,0,223,110,247,109
23,000,94,235,1,237,125,239,189
23,000,94,235,2,221,125,175,183
23,000,94,235,3,123,125,127,94
23,000,94,235,4,245,85,85,182
23,000,94,235,5,181,85,85,85
23,000,94,235,6,85,85,85,85
23,100,95,255,0,255,245,95,255
23,100,95,255,1,255,255,255,255
23,100,95,255,2,255,255,251,255
23,100,95,255,3,119,239,247,126
23,100,95,255,4,255,254,245,95
23,100,95,255,5,239,191,250,191
23,100,95,255,6,107,181,234,237
23,010,118,250,0,238,239,239,234
23,010,118,250,1,215,223,109,251
23,010,118,250,2,117,221,247,219
23,010,118,250,3,189,127,95,125
23,010,118,250,4,238,255,253,187
23,010,118,250,5,183,254,191,223
23,010,118,250,6,254,235,219,247
23,110,253,237,0,237,189,183,93
23,110,253,237,1,223,109,239,94
23,110,253,237,2,218,219,221,183
23,110,253,237,3,174,250,175,222
23,110,253,237,4,237,215,173,189
23,110,253,237,5,183,182,247,187
23,110,253,237,6,237,183,125,239
23,001,215,250,0,247,106,239,239
23,001,215,250,1,123,125,127,94
23,001,215,250,2,175,183,219,91
23,001,215,250,3,111,223,125,238
23,001,215,250,4,222,251,219,123
23,001,215,250,5,239,222,247,222
23,001,215,250,6,222,221,237,122
23,101,238,215,0,107,235,238,254
23,101,238,215,1,254,251,245,238
23,101,238,215,2,189,247,251,94
23,101,238,215,3,223,110,246,246
23,101,238,215,4,223,218,255,127
23,101,238,215,5,247,254,221,250
23,101,238,215,6,250,251,187,173
23,011,251,127,0,222,219,251,123
23,011,251,127,1,221,222,221,118
23,011,251,127,2,222,219,251,118
23,011,251,127,3,183,238,221,245
23,011,251,127,4,235,126,183,214
23,011,251,127,5,246,222,219,219
23,011,251,127,6,247,182,223,183
23,111,239,189,0,246,189,175,109
23,111,239,189,1,218,237,237,238
23,111,239,189,2,246,222,219,239
23,111,239,189,3,247,127,191,251
23,111,239,189,4,247,127,191,254
23,111,239,189,5,253,187,223,123
23,111,239,189,6,223,119,125,222
24,000,187,221,0,238,239,119,191
24,000,187,221,1,247,123,187,223
24,000,187,221,2,255,255,255,255
24,000,187,221,3,255,255,255,250
24,000,187,221,4,170,175,255,250
24,000,187,221,5,170,170,170,170
24,000,187,221,6,170,170,170,175
24,100,255,255,0,250,175,255,255
24,100,255,255,1,255,255,255,255
24,100,255,255,2,255,255,223,189
24,100,255,255,3,255,127,191,247
24,100,255,255,4,239,122,175,247
24,100,255,255,5,254,253,111,181
24,100,255,255,6,186,237,237,119
24,010,191,126,0,251,119,117,109
24,010,191,126,1,255,219,223,127
24,010,191,126,2,191,221,239,253
24,010,191,126,3,254,255,125,251
24,010,191,126,4,255,253,215,247
24,010,191,126,5,255,251,175,247
24,010,191,126,6,235,191,255,253
24,110,237,251,0,253,187,85,213
24,110,237,251,1,110,189,107,186
24,110,237,251,2,191,250,215,117
24,110,237,251,3,125,93,87,107
24,110,237,251,4,109,110,175,94
24,110,237,251,5,219,189,110,189
24,110,237,251,6,183,125,95,87
24,001,213,221,0,125,87,235,245
24,001,213,221,1,250,191,110,254
24,001,213,221,2,247,191,87,221
24,001,213,221,3,239,123,111,183
24,001,213,221,4,183,118,239,125
24,001,213,221,5,219,221,125,187
24,001,213,221,6,183,186,246,181
24,101,183,183,0,118,235,111,223
24,101,183,183,1,223,190,239,191
24,101,183,183,2,191,126,221,183
24,101,183,183,3,247,125,181,183
24,101,183,183,4,245,215,190,247
24,101,183,183,5,235,183,214,250
24,101,183,183,6,219,251,219,245
24,011,125,222,0,171,213,123,174
24,011,125,222,1,221,221,250,187
24,011,125,222,2,119,118,251,237
24,011,125,222,3,247,223,223,237
24,011,125,222,4,126,183,214,250
24,011,125,222,5,222,219,219,247
24,011,125,222,6,222,191,86,254
24,111,234,182,0,189,239,255,245
24,111,234,182,1,123,215,223,245
24,111,234,182,2,91,255,191,235
